name,type,source,producers,genre,studio,episodes,status,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,duration_in_minutes,log_scored_by,log_members,log_favorites,season,year,only_year,weekday,time,time_in_minutes
Pita Ten,TV,Manga,Broccoli,Comedy,Madhouse,26.0,Finished Airing,2002-04-07,2002-09-02,24 min per ep,G - All Ages,7.03,8022,3564,3025,18296,96,Spring 2002,Sundays at 09:30 (JST),24.0,8.990067695753655,9.814492390964565,4.574710978503383,Spring,2002-01-01,2002,Sundays,09:30:00,570.0
Power Stone,TV,Game,Avex Entertainment,Adventure,Studio Pierrot,26.0,Finished Airing,1999-04-03,1999-09-02,20 min per ep,PG - Children,6.53,2631,5673,5105,5389,17,Spring 1999,Saturdays at 17:00 (JST),20.0,7.875499292445208,8.592300663903043,2.8903717578961645,Spring,1999-01-01,1999,Saturdays,17:00:00,1020.0
RahXephon,TV,Original,Asatsu DK,Action,Bones,26.0,Finished Airing,2002-01-21,2002-09-01,23 min per ep,PG-13 - Teens 13 or older,7.49,32471,1709,1108,83932,862,Winter 2002,Mondays at 16:25 (JST),23.0,10.388133458518734,11.337774140510511,6.760414691083428,Winter,2002-01-01,2002,Mondays,16:25:00,985.0
Samurai 7,TV,Other,GDH,Historical,Gonzo,26.0,Finished Airing,2004-06-12,2004-12-02,26 min per ep,PG-13 - Teens 13 or older,7.56,45991,1492,1036,91374,667,Summer 2004,Unknown,26.0,10.736222747303128,11.42272719705208,6.504288173536645,Summer,2004-01-01,2004,Unknown,,
s.CRY.ed,TV,Original,Yomiko Advertising,Action,Sunrise,26.0,Finished Airing,2001-07-04,2001-12-02,24 min per ep,PG-13 - Teens 13 or older,7.43,30526,1935,1429,63566,615,Summer 2001,Wednesdays at 18:00 (JST),24.0,10.32636681689808,11.059849746745142,6.423246963533519,Summer,2001-01-01,2001,Wednesdays,18:00:00,1080.0
Shingetsutan Tsukihime,TV,Visual novel,TBS,Action,J.C.Staff,12.0,Finished Airing,2003-10-10,2003-12-02,24 min per ep,R - 17+ (violence & profanity),7.02,53265,3610,846,114297,590,Fall 2003,Unknown,24.0,10.883053507923325,11.646564351817041,6.3818160174060985,Fall,2003-01-01,2003,Unknown,,
Slam Dunk,TV,Manga,TV Asahi,Comedy,Toei Animation,101.0,Finished Airing,1993-10-16,1996-03-02,23 min per ep,PG-13 - Teens 13 or older,8.54,60029,92,751,128264,3750,Fall 1993,Unknown,23.0,11.00259971624589,11.761853715258166,8.229777750081887,Fall,1993-01-01,1993,Unknown,,
Tenjou Tenge,TV,Manga,TV Asahi,Action,Madhouse,24.0,Finished Airing,2004-04-02,2004-09-01,23 min per ep,R - 17+ (violence & profanity),7.04,67126,3531,728,131441,599,Spring 2004,Unknown,23.0,11.114341626525587,11.786320968663555,6.396929655216146,Spring,2004-01-01,2004,Unknown,,
Tokyo Underground,TV,Manga,TV Tokyo Music,Action,Studio Pierrot,26.0,Finished Airing,2002-04-02,2002-09-02,25 min per ep,PG-13 - Teens 13 or older,6.69,8865,4945,2761,21984,38,Spring 2002,Tuesdays at 18:30 (JST),25.0,9.089979015305,9.99811568161491,3.6635616461296463,Spring,2002-01-01,2002,Tuesdays,18:30:00,1110.0
Tsubasa Chronicle,TV,Manga,NHK,Action,Bee Train,26.0,Finished Airing,2005-04-09,2005-10-01,25 min per ep,PG-13 - Teens 13 or older,7.63,72410,1296,553,166918,2148,Spring 2005,Saturdays at 18:30 (JST),25.0,11.190113500534709,12.025263943793702,7.67275789664251,Spring,2005-01-01,2005,Saturdays,18:30:00,1110.0
Ultra Maniac,TV,Manga,WAO World,Magic,Production Reed,26.0,Finished Airing,2003-05-20,2003-11-01,24 min per ep,G - All Ages,7.25,9973,2684,2649,23669,125,Spring 2003,Tuesdays at 22:00 (JST),24.0,9.207736986106068,10.071963702508029,4.836281906951478,Spring,2003-01-01,2003,Tuesdays,22:00:00,1320.0
Vandread,TV,Original,GDH,Action,Gonzo,13.0,Finished Airing,2000-10-03,2000-12-01,22 min per ep,PG-13 - Teens 13 or older,7.28,35117,2563,1411,64355,401,Fall 2000,Tuesdays at 18:30 (JST),22.0,10.466469098519276,11.072185448770925,5.996452088619021,Fall,2000-01-01,2000,Tuesdays,18:30:00,1110.0
Vandread: The Second Stage,TV,Original,GDH,Action,Gonzo,13.0,Finished Airing,2001-10-05,2002-01-01,22 min per ep,PG-13 - Teens 13 or older,7.49,26079,1715,1882,42437,106,Fall 2001,Unknown,22.0,10.16892401604059,10.655799466264044,4.672828834461906,Fall,2001-01-01,2001,Unknown,,
Xenosaga The Animation,TV,Game,Happinet Pictures,Action,Toei Animation,12.0,Finished Airing,2005-01-06,2005-03-02,23 min per ep,PG-13 - Teens 13 or older,6.43,6699,6095,3235,15991,39,Winter 2005,Thursdays at 02:42 (JST),23.0,8.809862805379057,9.679843876180236,3.6888794541139363,Winter,2005-01-01,2005,Thursdays,02:42:00,162.0
Initial D Second Stage,TV,Manga,OB Planning,Action,Pastel,13.0,Finished Airing,1999-10-15,2000-01-02,23 min per ep,PG-13 - Teens 13 or older,8.16,52693,366,1117,83138,365,Fall 1999,Fridays at 01:55 (JST),23.0,10.872256876055413,11.328269184829553,5.902633333401366,Fall,1999-01-01,1999,Fridays,01:55:00,115.0
Love Hina,TV,Manga,Production I.G,Comedy,Xebec,24.0,Finished Airing,2000-04-19,2000-09-02,23 min per ep,PG-13 - Teens 13 or older,7.23,104267,2739,473,191811,1470,Spring 2000,Unknown,23.0,11.554719786627206,12.16427100464641,7.293697720601438,Spring,2000-01-01,2000,Unknown,,
Onegai☆Teacher,TV,Original,Bandai Visual,Sci-Fi,Daume,12.0,Finished Airing,2002-01-10,2002-03-02,23 min per ep,PG-13 - Teens 13 or older,7.29,70677,2519,779,123941,828,Winter 2002,Thursdays at Unknown,23.0,11.165889629485457,11.727568993226308,6.720220155135295,Winter,2002-01-01,2002,Thursdays,,
Onegai☆Twins,TV,Original,Bandai Visual,Comedy,Daume,12.0,Finished Airing,2003-07-15,2003-10-01,25 min per ep,PG-13 - Teens 13 or older,6.97,40297,3778,1337,68816,172,Summer 2003,Unknown,25.0,10.604057118911712,11.139206086422238,5.153291594497779,Summer,2003-01-01,2003,Unknown,,
Rizelmine,TV,Manga,m.o.e.,Sci-Fi,Madhouse,24.0,Finished Airing,2002-04-03,2002-12-02,15 min per ep,R+ - Mild Nudity,6.61,8192,5324,2917,19525,45,Spring 2002,Unknown,15.0,9.011035410141815,9.879502189785617,3.828641396489095,Spring,2002-01-01,2002,Unknown,,
Speed Grapher,TV,Original,TV Asahi,Action,Gonzo,24.0,Finished Airing,2005-04-08,2005-09-03,23 min per ep,R+ - Mild Nudity,7.42,30851,1985,1135,81688,552,Spring 2005,Unknown,23.0,10.33695685705389,11.310674632860572,6.315358001522335,Spring,2005-01-01,2005,Unknown,,
Wolf's Rain,TV,Original,Bandai Visual,Action,Bones,26.0,Finished Airing,2003-01-07,2003-07-02,23 min per ep,PG-13 - Teens 13 or older,7.89,94639,730,386,221781,5064,Winter 2003,Tuesdays at 02:10 (JST),23.0,11.457835498652269,12.309450196412257,8.530109416682784,Winter,2003-01-01,2003,Tuesdays,02:10:00,130.0
Samurai Champloo,TV,Original,Victor Entertainment,Action,Manglobe,26.0,Finished Airing,2004-05-20,2005-03-01,24 min per ep,R - 17+ (violence & profanity),8.5,324698,108,68,602539,21300,Spring 2004,Saturdays at 10:30 (JST),24.0,12.690653878320257,13.308909332184719,9.966509298952284,Spring,2004-01-01,2004,Saturdays,10:30:00,630.0
Lodoss-tou Senki: Eiyuu Kishi Den,TV,Novel,Kadokawa Shoten,Action,AIC,27.0,Finished Airing,1998-04-01,1998-09-03,24 min per ep,PG-13 - Teens 13 or older,7.22,7887,2787,2848,20581,102,Spring 1998,Wednesdays at 18:00 (JST),24.0,8.973097896282471,9.932172186396038,4.634728988229636,Spring,1998-01-01,1998,Wednesdays,18:00:00,1080.0
Ranma ½,TV,Manga,Shogakukan Productions,Slice of Life,Studio Deen,161.0,Finished Airing,1989-04-15,1992-09-02,24 min per ep,R+ - Mild Nudity,7.84,63538,831,643,145694,2932,Spring 1989,Unknown,24.0,11.05940916958194,11.889270674504541,7.983781068977451,Spring,1989-01-01,1989,Unknown,,
Kidou Senkan Nadesico,TV,Original,Starchild Records,Action,Xebec,26.0,Finished Airing,1996-10-01,1997-03-02,23 min per ep,PG-13 - Teens 13 or older,7.57,14147,1454,2059,36486,371,Fall 1996,Tuesdays at 18:30 (JST),23.0,9.557328550325371,10.504711311745423,5.918893854273146,Fall,1996-01-01,1996,Tuesdays,18:30:00,1110.0
Mezzo DSA,TV,Original,Studio Pierrot,Action,Arms,13.0,Finished Airing,2004-01-04,2004-03-02,25 min per ep,R+ - Mild Nudity,6.74,6184,4724,3424,14279,26,Winter 2004,Unknown,25.0,8.729882284826589,9.566615235893575,3.295836866004329,Winter,2004-01-01,2004,Unknown,,
Dragon Ball,TV,Manga,Fuji TV,Adventure,Toei Animation,153.0,Finished Airing,1986-02-26,1989-04-01,24 min per ep,PG-13 - Teens 13 or older,8.14,312333,382,99,491047,9545,Winter 1986,Wednesdays at 19:00 (JST),24.0,12.65182840702189,13.104297161672626,9.163877497565842,Winter,1986-01-01,1986,Wednesdays,19:00:00,1140.0
Dragon Ball GT,TV,Manga,Fuji TV,Action,Toei Animation,64.0,Finished Airing,1996-02-07,1997-11-01,23 min per ep,PG-13 - Teens 13 or older,6.65,223329,5110,210,334553,1359,Winter 1996,Wednesdays at 19:00 (JST),23.0,12.31640577721452,12.720553580498775,7.215239978730097,Winter,1996-01-01,1996,Wednesdays,19:00:00,1140.0
Elfen Lied,TV,Manga,VAP,Action,Arms,13.0,Finished Airing,2004-07-25,2004-10-01,25 min per ep,R+ - Mild Nudity,7.72,549257,1067,18,901294,20990,Summer 2004,Sundays at 22:30 (JST),25.0,13.216323555457125,13.711587896986675,9.951849053414007,Summer,2004-01-01,2004,Sundays,22:30:00,1350.0
Ninin ga Shinobuden,TV,Manga,Toshiba Entertainment,Comedy,ufotable,12.0,Finished Airing,2004-07-10,2004-09-02,24 min per ep,R - 17+ (violence & profanity),6.99,12628,3708,2448,26893,131,Summer 2004,Saturdays at 00:30 (JST),24.0,9.44375103564617,10.199658492383815,4.882801922586371,Summer,2004-01-01,2004,Saturdays,00:30:00,30.0
Cardcaptor Sakura,TV,Manga,NHK,Adventure,Madhouse,70.0,Finished Airing,1998-04-07,2000-03-02,25 min per ep,PG - Children,8.21,129042,312,318,255161,10388,Spring 1998,Tuesdays at 18:00 (JST),25.0,11.767900961133929,12.44965391654433,9.248502833070532,Spring,1998-01-01,1998,Tuesdays,18:00:00,1080.0
Dan Doh!!,TV,Manga,TV Tokyo,Adventure,Tokyo Kids,26.0,Finished Airing,2004-04-03,2004-09-02,24 min per ep,G - All Ages,6.74,1203,4704,6495,2936,4,Spring 2004,Unknown,24.0,7.093404625868766,7.98514393119862,1.6094379124341003,Spring,2004-01-01,2004,Unknown,,
E's Otherwise,TV,Manga,Sotsu,Adventure,Studio Pierrot,26.0,Finished Airing,2003-04-01,2003-09-02,23 min per ep,PG-13 - Teens 13 or older,6.7,5622,4876,3520,13357,27,Spring 2003,Tuesdays at 18:00 (JST),23.0,8.634620608292202,9.499870735285581,3.332204510175204,Spring,2003-01-01,2003,Tuesdays,18:00:00,1080.0
Gankutsuou,TV,Novel,GDH,Drama,Gonzo,24.0,Finished Airing,2004-10-06,2005-03-03,24 min per ep,R - 17+ (violence & profanity),8.2,45028,318,666,142187,2893,Fall 2004,Tuesdays at 02:12 (JST),24.0,10.71506200563175,11.864905404604741,7.970394907191429,Fall,2004-01-01,2004,Tuesdays,02:12:00,132.0
Genshiken,TV,Manga,Genco,Slice of Life,Palm Studio,12.0,Finished Airing,2004-10-10,2004-12-02,25 min per ep,PG-13 - Teens 13 or older,7.71,55702,1088,745,128591,1220,Fall 2004,Sundays at Unknown,25.0,10.927789284429073,11.7643998804525,7.107425474110705,Fall,2004-01-01,2004,Sundays,,
Girls Bravo: First Season,TV,Manga,Lantis,Harem,AIC Spirits,11.0,Finished Airing,2004-07-05,2004-09-02,23 min per ep,R+ - Mild Nudity,6.59,53617,5387,934,105109,297,Summer 2004,Unknown,23.0,10.8896401115792,11.5627626998174,5.697093486505405,Summer,2004-01-01,2004,Unknown,,
Gokusen,TV,Manga,VAP,Slice of Life,Madhouse,13.0,Finished Airing,2004-01-06,2004-03-03,23 min per ep,R - 17+ (violence & profanity),7.46,14226,1808,2397,27997,180,Winter 2004,Unknown,23.0,9.562896846651167,10.23988835803477,5.198497031265826,Winter,2004-01-01,2004,Unknown,,
Great Teacher Onizuka,TV,Manga,Aniplex,Comedy,Studio Pierrot,43.0,Finished Airing,1999-06-30,2000-09-01,25 min per ep,R - 17+ (violence & profanity),8.73,202638,36,153,396574,15205,Summer 1999,Wednesdays at 19:30 (JST),25.0,12.21918134980353,12.890620457276656,9.629445365788381,Summer,1999-01-01,1999,Wednesdays,19:30:00,1170.0
Groove Adventure Rave,TV,Manga,TBS,Adventure,Studio Deen,51.0,Finished Airing,2001-10-13,2002-09-02,24 min per ep,PG-13 - Teens 13 or older,7.38,27373,2150,1286,71413,359,Fall 2001,Unknown,24.0,10.217348936771211,11.176249207538184,5.886104031450156,Fall,2001-01-01,2001,Unknown,,
InuYasha,TV,Manga,Yomiuri Telecasting,Action,Sunrise,167.0,Finished Airing,2000-10-16,2004-09-01,24 min per ep,PG-13 - Teens 13 or older,7.91,194384,687,149,403574,13185,Fall 2000,Mondays at 19:00 (JST),24.0,12.177596007537625,12.90811762302573,9.486910939673244,Fall,2000-01-01,2000,Mondays,19:00:00,1140.0
Konjiki no Gash Bell!!,TV,Manga,Yomiko Advertising,Adventure,Toei Animation,150.0,Finished Airing,2003-04-06,2006-03-02,23 min per ep,PG-13 - Teens 13 or older,7.63,32062,1288,1250,74492,911,Spring 2003,Sundays at 09:00 (JST),23.0,10.375457996333441,11.218460440221616,6.815639990074331,Spring,2003-01-01,2003,Sundays,09:00:00,540.0
Kyou kara Maou!,TV,Light novel,NHK,Adventure,Studio Deen,78.0,Finished Airing,2004-04-03,2006-02-02,25 min per ep,PG-13 - Teens 13 or older,7.83,25994,846,1268,73011,1347,Spring 2004,Unknown,25.0,10.165659490817816,11.198379090182675,7.206377291472252,Spring,2004-01-01,2004,Unknown,,
Madlax,TV,Original,Victor Entertainment,Military,Bee Train,26.0,Finished Airing,2004-04-06,2004-09-02,24 min per ep,PG-13 - Teens 13 or older,7.12,10087,3203,2267,30979,139,Spring 2004,Tuesdays at 01:30 (JST),24.0,9.219101877644755,10.341097113970859,4.941642422609304,Spring,2004-01-01,2004,Tuesdays,01:30:00,90.0
Jungle wa Itsumo Hare nochi Guu,TV,Manga,Bandai Visual,Slice of Life,Shin-Ei Animation,26.0,Finished Airing,2001-04-03,2001-09-02,23 min per ep,PG-13 - Teens 13 or older,7.92,10809,673,2503,26022,376,Spring 2001,Tuesdays at 18:00 (JST),23.0,9.288226910633254,10.166736041346642,5.932245187448011,Spring,2001-01-01,2001,Tuesdays,18:00:00,1080.0
Happy☆Lesson (TV),TV,Manga,KSS,Comedy,Studio Hibari,13.0,Finished Airing,2002-04-01,2002-06-03,23 min per ep,PG-13 - Teens 13 or older,6.75,9425,4667,2844,20618,21,Spring 2002,Unknown,23.0,9.151227107483676,9.933968259789715,3.091042453358316,Spring,2002-01-01,2002,Unknown,,
Happy☆Lesson: Advance,TV,Manga,KSS,Comedy,Studio Hibari,13.0,Finished Airing,2003-07-03,2003-09-02,24 min per ep,PG-13 - Teens 13 or older,6.93,5188,3904,3721,11604,8,Summer 2003,Unknown,24.0,8.55429627936774,9.359191318708538,2.1972245773362196,Summer,2003-01-01,2003,Unknown,,
Hajime no Ippo,TV,Manga,VAP,Comedy,Madhouse,75.0,Finished Airing,2000-10-04,2002-03-02,23 min per ep,PG-13 - Teens 13 or older,8.79,128562,29,313,257615,11764,Fall 2000,Tuesdays at 00:50 (JST),23.0,11.76417433554672,12.45922538308472,9.372884301161463,Fall,2000-01-01,2000,Tuesdays,00:50:00,50.0
Gungrave,TV,Game,Tohokushinsha Film Corporation,Action,Madhouse,26.0,Finished Airing,2003-10-07,2004-03-03,25 min per ep,R - 17+ (violence & profanity),7.93,49372,655,764,126086,2035,Fall 2003,Unknown,25.0,10.807158995053905,11.74472742385508,7.618742377670413,Fall,2003-01-01,2003,Unknown,,
Bleach,TV,Manga,TV Tokyo,Action,Studio Pierrot,366.0,Finished Airing,2004-10-05,2012-03-02,24 min per ep,PG-13 - Teens 13 or older,7.89,465028,713,22,889504,42878,Fall 2004,Tuesdays at 18:00 (JST),24.0,13.049855048216239,13.698420407207697,10.666137474577225,Fall,2004-01-01,2004,Tuesdays,18:00:00,1080.0
Hellsing,TV,Manga,Fuji TV,Action,Gonzo,13.0,Finished Airing,2001-10-11,2002-01-01,23 min per ep,R - 17+ (violence & profanity),7.59,233260,1393,134,424367,5062,Fall 2001,Unknown,23.0,12.3599132772975,12.958356282313696,8.529714471969909,Fall,2001-01-01,2001,Unknown,,
Gad Guard,TV,Original,Hal Film Maker,Sci-Fi,Gonzo,26.0,Finished Airing,2003-04-16,2003-09-02,25 min per ep,PG-13 - Teens 13 or older,6.76,3420,4610,3938,10230,16,Spring 2003,Thursdays at 02:58 (JST),25.0,8.137688184977605,9.23317760587894,2.833213344056216,Spring,2003-01-01,2003,Thursdays,02:58:00,178.0
Noir,TV,Original,Victor Entertainment,Action,Bee Train,26.0,Finished Airing,2001-04-06,2001-09-02,24 min per ep,PG-13 - Teens 13 or older,7.37,29334,2196,1140,81480,763,Spring 2001,Fridays at 01:15 (JST),24.0,10.28653662135996,11.308125143215847,6.638567789166521,Spring,2001-01-01,2001,Fridays,01:15:00,75.0
Mahoutsukai ni Taisetsu na Koto,TV,Manga,Rondo Robe,Slice of Life,J.C.Staff,12.0,Finished Airing,2003-01-10,2003-03-02,24 min per ep,PG-13 - Teens 13 or older,6.82,5478,4334,2960,19007,34,Winter 2003,Unknown,24.0,8.608677881538416,9.852615222162372,3.5553480614894135,Winter,2003-01-01,2003,Unknown,,
Kiddy Grade,TV,Original,gimik,Action,Gonzo,24.0,Finished Airing,2002-10-09,2003-03-01,23 min per ep,R+ - Mild Nudity,7.27,14758,2581,2081,35880,261,Fall 2002,Unknown,23.0,9.599608345181776,10.487963186464397,5.568344503761097,Fall,2002-01-01,2002,Unknown,,
Love♥Love?,TV,Original,m.o.e.,Ecchi,Imagin,9.0,Finished Airing,2004-05-04,2004-06-02,15 min per ep,R+ - Mild Nudity,5.99,8043,7740,3101,17391,16,Spring 2004,Unknown,15.0,8.992681750892542,9.763765609360991,2.833213344056216,Spring,2004-01-01,2004,Unknown,,
Mahoromatic: Automatic Maiden,TV,Manga,TBS,Comedy,Gainax,12.0,Finished Airing,2001-10-05,2001-12-02,24 min per ep,R+ - Mild Nudity,7.25,20564,2668,1772,46023,181,Fall 2001,Unknown,24.0,9.931345880664525,10.73691827854313,5.204006687076795,Fall,2001-01-01,2001,Unknown,,
Mahoromatic 2,TV,Manga,Pioneer LDC,Comedy,Gainax,14.0,Finished Airing,2002-09-26,2003-01-01,24 min per ep,R+ - Mild Nudity,7.24,13244,2708,2530,25469,43,Fall 2002,Unknown,24.0,9.49137540170617,10.145256567973503,3.784189633918261,Fall,2002-01-01,2002,Unknown,,
Viewtiful Joe,TV,Game,TV Tokyo,Action,Group TAC,51.0,Finished Airing,2004-10-02,2005-09-02,20 min per ep,PG-13 - Teens 13 or older,6.84,3254,4266,4441,7642,25,Fall 2004,Saturdays at 07:00 (JST),20.0,8.08794755464267,8.941545475242885,3.258096538021482,Fall,2004-01-01,2004,Saturdays,07:00:00,420.0
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,TV,Novel,Tokyo Movie Shinsha,Fantasy,TMS Entertainment,13.0,Finished Airing,2003-10-04,2003-12-02,24 min per ep,R - 17+ (violence & profanity),7.21,7009,2823,2511,25772,102,Fall 2003,Saturdays at 01:35 (JST),24.0,8.855092980028635,10.157082711306167,4.634728988229636,Fall,2003-01-01,2003,Saturdays,01:35:00,95.0
Animal Yokochou,TV,Manga,TV Tokyo,Adventure,Studio Gallop,51.0,Finished Airing,2005-10-04,2006-09-02,23 min per ep,G - All Ages,6.97,387,3752,7531,1848,7,Fall 2005,Tuesdays at 18:00 (JST),23.0,5.961005339623274,7.522400231387125,2.0794415416798357,Fall,2005-01-01,2005,Tuesdays,18:00:00,1080.0
Angel Heart,TV,Manga,Aniplex,Action,TMS Entertainment,50.0,Finished Airing,2005-10-04,2006-09-02,23 min per ep,PG-13 - Teens 13 or older,7.34,3681,2301,3665,12099,57,Fall 2005,Tuesdays at Unknown,23.0,8.211211361793023,9.400960731584833,4.060443010546419,Fall,2005-01-01,2005,Tuesdays,,
Area 88 (TV),TV,Manga,TV Asahi,Action,Group TAC,12.0,Finished Airing,2004-01-09,2004-03-02,25 min per ep,PG-13 - Teens 13 or older,7.1,3794,3275,4028,9708,55,Winter 2004,Unknown,25.0,8.24143968982973,9.180808569370145,4.02535169073515,Winter,2004-01-01,2004,Unknown,,
B'T X,TV,Manga,Tokyo Movie Shinsha,Adventure,TMS Entertainment,25.0,Finished Airing,1996-04-06,1996-09-02,22 min per ep,PG-13 - Teens 13 or older,7.14,3538,3110,4452,7609,46,Spring 1996,Saturdays at 17:30 (JST),22.0,8.171599480345463,8.937218450855731,3.8501476017100584,Spring,1996-01-01,1996,Saturdays,17:30:00,1050.0
Bakuten Shoot Beyblade,TV,Manga,d-rights,Action,Madhouse,51.0,Finished Airing,2001-01-08,2001-12-02,23 min per ep,PG - Children,6.8,42088,4411,1376,66678,301,Winter 2001,Mondays at 18:00 (JST),23.0,10.647541702869878,11.107645339751674,5.71042701737487,Winter,2001-01-01,2001,Mondays,18:00:00,1080.0
Comic Party,TV,Visual novel,KSS,Comedy,OLM,13.0,Finished Airing,2001-04-02,2001-06-02,24 min per ep,PG-13 - Teens 13 or older,6.64,6213,5152,3341,15026,27,Spring 2001,Unknown,24.0,8.734560089952993,9.617603862025726,3.332204510175204,Spring,2001-01-01,2001,Unknown,,
Seikai no Monshou,TV,Light novel,Bandai Visual,Action,Sunrise,13.0,Finished Airing,1999-01-03,1999-03-02,26 min per ep,PG-13 - Teens 13 or older,7.77,13723,960,2122,34469,373,Winter 1999,Unknown,26.0,9.526901403978341,10.447844659510912,5.924255797414532,Winter,1999-01-01,1999,Unknown,,
Dear Boys,TV,Manga,OB Planning,Drama,A.C.G.T.,26.0,Finished Airing,2003-04-07,2003-09-02,24 min per ep,PG-13 - Teens 13 or older,6.94,7357,3860,3275,15636,45,Spring 2003,Unknown,24.0,8.90354343566472,9.65739517984351,3.828641396489095,Spring,2003-01-01,2003,Unknown,,
Divergence Eve 2: Misaki Chronicles,TV,Original,Imagica,Adventure,Radix,13.0,Finished Airing,2004-01-03,2004-03-02,24 min per ep,PG-13 - Teens 13 or older,6.35,1876,6409,5027,5613,9,Winter 2004,Saturdays at 00:30 (JST),24.0,7.537430036586509,8.633018756921828,2.302585092994046,Winter,2004-01-01,2004,Saturdays,00:30:00,30.0
Dragon Drive,TV,Manga,Bandai Visual,Action,Madhouse,38.0,Finished Airing,2002-07-04,2003-03-02,25 min per ep,PG - Children,6.82,6952,4317,3100,17403,45,Summer 2002,Thursdays at 18:00 (JST),25.0,8.846928500099018,9.76445534384057,3.828641396489095,Summer,2002-01-01,2002,Thursdays,18:00:00,1080.0
Grenadier: Hohoemi no Senshi,TV,Manga,Shochiku,Action,Group TAC,12.0,Finished Airing,2004-10-14,2005-01-01,25 min per ep,PG-13 - Teens 13 or older,6.79,20859,4462,1842,43776,66,Fall 2004,Unknown,25.0,9.945588728554764,10.686863844288563,4.204692619390966,Fall,2004-01-01,2004,Unknown,,
Abenobashi Mahou☆Shoutengai,TV,Original,Dentsu,Comedy,Gainax,13.0,Finished Airing,2002-04-04,2002-06-02,24 min per ep,R+ - Mild Nudity,7.33,25406,2333,1463,60981,280,Spring 2002,Unknown,24.0,10.142780005589708,11.018334017642985,5.638354669333745,Spring,2002-01-01,2002,Unknown,,
