name,type,source,producers,genre,studio,episodes,status,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,duration_in_minutes,log_scored_by,log_members,log_favorites,season,year,only_year,weekday,time,time_in_minutes
Beyblade Burst God,TV,Original,TV Tokyo,Action,OLM,51.0,Finished Airing,2017-04-03,2018-03-02,24 min per ep,PG - Children,6.73,557,4755,6480,2977,29,Spring 2017,Mondays at 17:55 (JST),24.0,6.324358962381311,7.999007213243955,3.4011973816621555,Spring,2017-01-01,2017,Mondays,17:55:00,1075.0
Tsurezure Children,TV,4-koma manga,Nihon Ad Systems,Comedy,Studio Gokumi,12.0,Finished Airing,2017-07-04,2017-09-01,12 min per ep,PG-13 - Teens 13 or older,7.86,144962,792,291,281317,1445,Summer 2017,Tuesdays at 23:15 (JST),12.0,11.884233816426898,12.547240981055008,7.27655640271871,Summer,2017-01-01,2017,Tuesdays,23:15:00,1395.0
RoboMasters the Animated Series,TV,Original,DJI,Action,Gonzo,6.0,Finished Airing,2017-10-13,2017-11-01,24 min per ep,PG-13 - Teens 13 or older,6.59,1723,5419,4019,9789,13,Fall 2017,Fridays at 22:30 (JST),24.0,7.452402451223638,9.189116735524555,2.639057329615259,Fall,2017-01-01,2017,Fridays,22:30:00,1350.0
New Game!!,TV,4-koma manga,Frontier Works,Game,Doga Kobo,12.0,Finished Airing,2017-07-11,2017-09-02,24 min per ep,PG-13 - Teens 13 or older,7.89,62777,724,725,132723,597,Summer 2017,Tuesdays at 21:30 (JST),24.0,11.047359972609103,11.7960270630479,6.393590753950631,Summer,2017-01-01,2017,Tuesdays,21:30:00,1290.0
The iDOLM@STER SideM,TV,Game,Aniplex,Music,A-1 Pictures,13.0,Finished Airing,2017-10-07,2017-12-03,24 min per ep,PG-13 - Teens 13 or older,7.39,3516,2131,3605,12687,116,Fall 2017,Saturdays at 23:30 (JST),24.0,8.165363632473982,9.448411943874628,4.762173934797756,Fall,2017-01-01,2017,Saturdays,23:30:00,1410.0
Kakegurui,TV,Manga,Dentsu,Game,MAPPA,12.0,Finished Airing,2017-07-01,2017-09-02,24 min per ep,R - 17+ (violence & profanity),7.55,181972,1521,195,352668,2610,Summer 2017,Saturdays at 22:00 (JST),24.0,12.111613603405386,12.773285218967473,7.8674885686991285,Summer,2017-01-01,2017,Saturdays,22:00:00,1320.0
Koi to Uso,TV,Manga,Frontier Works,Drama,LIDENFILMS,12.0,Finished Airing,2017-07-04,2017-09-01,24 min per ep,PG-13 - Teens 13 or older,6.77,76354,4561,535,173611,712,Summer 2017,Tuesdays at 00:00 (JST),24.0,11.243148796387281,12.064578203243368,6.569481420414296,Summer,2017-01-01,2017,Tuesdays,00:00:00,0.0
Killing Bites,TV,Manga,Sotsu,Action,LIDENFILMS,12.0,Finished Airing,2018-01-13,2018-03-03,24 min per ep,R+ - Mild Nudity,6.82,33331,4330,1111,84176,264,Winter 2018,Saturdays at 02:25 (JST),24.0,10.414273175502098,11.34067700377077,5.579729825986222,Winter,2018-01-01,2018,Saturdays,02:25:00,145.0
Jigoku Shoujo: Yoi no Togi,TV,Original,Aniplex,Horror,Studio Deen,6.0,Finished Airing,2017-07-15,2017-08-01,23 min per ep,R - 17+ (violence & profanity),6.6,9762,5353,2169,33507,140,Summer 2017,Saturdays at 00:00 (JST),23.0,9.186355009225672,10.4195394952737,4.948759890378168,Summer,2017-01-01,2017,Saturdays,00:00:00,0.0
Love Live! Sunshine!! 2nd Season,TV,Original,Bandai Visual,Music,Sunrise,13.0,Finished Airing,2017-10-07,2017-12-03,23 min per ep,PG-13 - Teens 13 or older,7.74,22948,1018,1582,54459,927,Fall 2017,Saturdays at 22:30 (JST),23.0,10.041029641554612,10.90522176622775,6.833031732786201,Fall,2017-01-01,2017,Saturdays,22:30:00,1350.0
Koi wa Ameagari no You ni,TV,Manga,Aniplex,Romance,Wit Studio,12.0,Finished Airing,2018-01-12,2018-03-03,22 min per ep,PG-13 - Teens 13 or older,7.61,47688,1344,774,125219,559,Winter 2018,Fridays at 00:55 (JST),22.0,10.77245604231587,11.737827469299301,6.327936783729195,Winter,2018-01-01,2018,Fridays,00:55:00,55.0
Ani ni Tsukeru Kusuri wa Nai!,TV,Web manga,bilibili,Slice of Life,Fanworks,12.0,Finished Airing,2017-04-07,2017-06-02,3 min per ep,PG - Children,7.44,12243,1858,2398,28132,110,Spring 2017,Fridays at 21:55 (JST),3.0,9.412791300065303,10.244698543504514,4.709530201312334,Spring,2017-01-01,2017,Fridays,21:55:00,1315.0
"""Eikou Naki Tensai-tachi"" Kara no Monogatari",TV,Manga,NHK,Sports,J.C.Staff,2.0,Finished Airing,2017-03-25,2017-05-02,49 min per ep,G - All Ages,5.63,24,10326,10595,413,1,Spring 2017,Saturdays at 10:00 (JST),49.0,3.2188758248682006,6.025865973825314,0.6931471805599453,Spring,2017-01-01,2017,Saturdays,10:00:00,600.0
Mahoutsukai no Yome,TV,Manga,Production I.G,Slice of Life,Wit Studio,24.0,Finished Airing,2017-10-08,2018-03-02,24 min per ep,PG-13 - Teens 13 or older,8.22,138034,305,153,398917,5253,Fall 2017,Sundays at 01:30 (JST),24.0,11.835262555170823,12.896511160966687,8.566744970245486,Fall,2017-01-01,2017,Sundays,01:30:00,90.0
Osomatsu-san 2nd Season,TV,Manga,TV Tokyo,Comedy,Studio Pierrot,25.0,Finished Airing,2017-10-03,2018-03-02,23 min per ep,R - 17+ (violence & profanity),7.67,9572,1188,2241,31760,204,Fall 2017,Tuesdays at 01:35 (JST),23.0,9.166701914946353,10.36599440101149,5.3230099791384085,Fall,2017-01-01,2017,Tuesdays,01:35:00,95.0
Sekai no Yami Zukan,TV,Original,TV Tokyo,Horror,ILCA,13.0,Finished Airing,2017-04-03,2017-06-02,4 min per ep,PG - Children,4.64,4645,10073,3166,16710,21,Spring 2017,Mondays at 03:35 (JST),4.0,8.443761913330354,9.723822464203383,3.091042453358316,Spring,2017-01-01,2017,Mondays,03:35:00,215.0
Hoozuki no Reitetsu 2nd Season,TV,Manga,Kodansha,Comedy,Studio Deen,13.0,Finished Airing,2017-10-08,2017-12-03,23 min per ep,PG-13 - Teens 13 or older,7.92,8772,672,2577,24801,48,Fall 2017,Sundays at 01:00 (JST),23.0,9.079434102128383,10.118679574062718,3.8918202981106265,Fall,2017-01-01,2017,Sundays,01:00:00,60.0
Juuni Taisen,TV,Novel,Sotsu,Action,Graphinica,12.0,Finished Airing,2017-10-03,2017-12-01,24 min per ep,R - 17+ (violence & profanity),6.66,77130,5066,565,164629,339,Fall 2017,Tuesdays at 23:30 (JST),24.0,11.253260553967815,12.011455810642067,5.8289456176102075,Fall,2017-01-01,2017,Tuesdays,23:30:00,1410.0
Mitsuboshi Colors,TV,Manga,Frontier Works,Slice of Life,Silver Link.,12.0,Finished Airing,2018-01-07,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,7.49,15563,1703,1697,49190,183,Winter 2018,Sundays at 22:30 (JST),23.0,9.652715834104445,10.803465958917979,5.214935757608986,Winter,2018-01-01,2018,Sundays,22:30:00,1350.0
Kino no Tabi: The Beautiful World - The Animated Series,TV,Light novel,Movic,Action,Lerche,12.0,Finished Airing,2017-10-06,2017-12-02,23 min per ep,R - 17+ (violence & profanity),7.61,38440,1342,957,101456,516,Fall 2017,Fridays at 22:00 (JST),23.0,10.556879877314014,11.52739034238075,6.248042874508429,Fall,2017-01-01,2017,Fridays,22:00:00,1320.0
Clione no Akari,TV,Novel,Kyotoma,Drama,drop,12.0,Finished Airing,2017-07-12,2017-09-02,9 min per ep,PG - Children,5.42,3061,9114,3760,11363,9,Summer 2017,Wednesdays at 20:20 (JST),9.0,8.026823576217629,9.338205742974079,2.302585092994046,Summer,2017-01-01,2017,Wednesdays,20:20:00,1220.0
3-gatsu no Lion 2nd Season,TV,Manga,Aniplex,Drama,Shaft,22.0,Finished Airing,2017-10-14,2018-03-03,25 min per ep,PG-13 - Teens 13 or older,9.04,50559,9,798,121004,3868,Fall 2017,Saturdays at 23:00 (JST),25.0,10.83091602882074,11.703587146039185,8.260751354700513,Fall,2017-01-01,2017,Saturdays,23:00:00,1380.0
Gurazeni,TV,Manga,Kodansha,Comedy,Studio Deen,12.0,Finished Airing,2018-04-06,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,6.37,2335,6324,4370,7987,3,Spring 2018,Fridays at 22:30 (JST),23.0,7.756195343948118,8.985695694535705,1.3862943611198906,Spring,2018-01-01,2018,Fridays,22:30:00,1350.0
Isekai wa Smartphone to Tomo ni.,TV,Light novel,Sotsu,Adventure,Production Reed,12.0,Finished Airing,2017-07-11,2017-09-02,24 min per ep,PG-13 - Teens 13 or older,6.74,98702,4719,491,186894,1366,Summer 2017,Tuesdays at 20:30 (JST),24.0,11.499870620096429,12.138302240811862,7.220373836723949,Summer,2017-01-01,2017,Tuesdays,20:30:00,1230.0
Youkai Apartment no Yuuga na Nichijou,TV,Novel,TMS Entertainment,Slice of Life,Shin-Ei Animation,26.0,Finished Airing,2017-07-03,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,7.19,14422,2933,1872,43039,139,Summer 2017,Mondays at 23:00 (JST),23.0,9.576579433583511,10.669885194835667,4.941642422609304,Summer,2017-01-01,2017,Mondays,23:00:00,1380.0
Gakuen Babysitters,TV,Manga,Bandai Visual,Comedy,"""Brains Base""",12.0,Finished Airing,2018-01-07,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,7.9,31017,696,1289,71825,556,Winter 2018,Sundays at 23:00 (JST),23.0,10.342322960119398,11.182001806479425,6.322565239927284,Winter,2018-01-01,2018,Sundays,23:00:00,1380.0
Princess Principal,TV,Original,Bandai Visual,Action,Actas,12.0,Finished Airing,2017-07-09,2017-09-02,25 min per ep,R - 17+ (violence & profanity),7.71,40922,1096,897,110216,856,Summer 2017,Sundays at 23:00 (JST),25.0,10.61944753116123,11.610206428776111,6.75343791859778,Summer,2017-01-01,2017,Sundays,23:00:00,1380.0
Konohana Kitan,TV,Manga,Genco,Slice of Life,Lerche,12.0,Finished Airing,2017-10-04,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,7.67,23975,1184,1271,72920,354,Fall 2017,Wednesdays at 20:00 (JST),23.0,10.084808608996498,11.197131942357371,5.872117789475416,Fall,2017-01-01,2017,Wednesdays,20:00:00,1200.0
Owarimonogatari 2nd Season,TV,Light novel,Aniplex,Comedy,Shaft,7.0,Finished Airing,2017-08-12,2017-08-01,22 min per ep,R - 17+ (violence & profanity),8.99,59693,15,639,147537,3154,Summer 2017,Not scheduled once per week,22.0,10.996986791817415,11.901841048700488,8.056743774975313,Summer,2017-01-01,2017,Not scheduled once per week,,
18if,TV,Game,Sotsu,Mystery,Gonzo,13.0,Finished Airing,2017-07-07,2017-09-02,23 min per ep,R - 17+ (violence & profanity),6.3,11273,6624,2069,36353,66,Summer 2017,Fridays at 22:00 (JST),23.0,9.33025446864152,10.501059518173044,4.204692619390966,Summer,2017-01-01,2017,Fridays,22:00:00,1320.0
Uma Musume: Pretty Derby,TV,Game,Lantis,Comedy,P.A. Works,13.0,Finished Airing,2018-04-02,2018-06-01,23 min per ep,PG-13 - Teens 13 or older,7.47,18287,1792,1593,53538,208,Spring 2018,Mondays at 00:00 (JST),23.0,9.814000386034591,10.888165639275709,5.342334251964811,Spring,2018-01-01,2018,Mondays,00:00:00,0.0
Urahara,TV,Web manga,VAP,Comedy,Shirogumi,12.0,Finished Airing,2017-10-04,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,5.85,4262,8150,2578,24772,40,Fall 2017,Wednesdays at 20:00 (JST),23.0,8.35772841676521,10.117509629400777,3.713572066704308,Fall,2017-01-01,2017,Wednesdays,20:00:00,1200.0
Sengoku Night Blood,TV,Game,TV Asahi,Historical,Typhoon Graphics,12.0,Finished Airing,2017-10-03,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,6.13,5505,7323,2517,25825,96,Fall 2017,Tuesdays at 23:00 (JST),23.0,8.613593685702552,10.159137015406596,4.574710978503383,Fall,2017-01-01,2017,Tuesdays,23:00:00,1380.0
Time Bokan: Gyakushuu no San Akunin,TV,Original,Yomiuri Telecasting,Adventure,Tatsunoko Production,24.0,Finished Airing,2017-10-07,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,5.77,259,8353,8574,1148,0,Fall 2017,Saturdays at 17:30 (JST),23.0,5.560681631015528,7.046647277848756,0.0,Fall,2017-01-01,2017,Saturdays,17:30:00,1050.0
Ramen Daisuki Koizumi-san,TV,Manga,Sotsu,Comedy,Studio Gokumi,12.0,Finished Airing,2018-01-04,2018-03-02,22 min per ep,PG-13 - Teens 13 or older,6.52,12349,5724,2039,37300,52,Winter 2018,Thursdays at 20:00 (JST),22.0,9.421411342056123,10.526775414924009,3.970291913552122,Winter,2018-01-01,2018,Thursdays,20:00:00,1200.0
Neko Neko Nihonshi 2nd Season,TV,Web manga,NHK,Historical,Joker Films,32.0,Finished Airing,2017-04-05,2018-02-02,9 min per ep,G - All Ages,6.14,37,12300,11601,254,0,Spring 2017,Wednesdays at 18:45 (JST),9.0,3.6375861597263857,5.541263545158426,0.0,Spring,2017-01-01,2017,Wednesdays,18:45:00,1125.0
Poputepipikku,TV,4-koma manga,King Records,Comedy,Kamikaze Douga,12.0,Finished Airing,2018-01-07,2018-03-02,12 min per ep,PG-13 - Teens 13 or older,7.33,47262,2362,822,118444,753,Winter 2018,Sundays at 01:00 (JST),12.0,10.763483027355077,11.682203996792227,6.625392368007956,Winter,2018-01-01,2018,Sundays,01:00:00,60.0
ClassicaLoid 2nd Season,TV,Original,NHK,Music,Sunrise,25.0,Finished Airing,2017-10-07,2018-03-02,24 min per ep,PG-13 - Teens 13 or older,6.53,1065,5668,5295,4944,11,Fall 2017,Saturdays at 17:35 (JST),24.0,6.97166860472579,8.506132244056813,2.4849066497880004,Fall,2017-01-01,2017,Saturdays,17:35:00,1055.0
Teekyuu 9,TV,Manga,DAX Production,Comedy,Millepensee,12.0,Finished Airing,2017-07-12,2017-09-02,2 min per ep,PG-13 - Teens 13 or older,6.72,3565,4827,4336,8137,13,Summer 2017,Wednesdays at 22:40 (JST),2.0,8.179199798423086,9.004299728561636,2.639057329615259,Summer,2017-01-01,2017,Wednesdays,22:40:00,1360.0
Himouto! Umaru-chan R,TV,Manga,AT-X,Comedy,Doga Kobo,12.0,Finished Airing,2017-10-08,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,7.48,45645,1741,913,108623,349,Fall 2017,Sundays at 23:30 (JST),23.0,10.728671258963823,11.595647656541429,5.857933154483459,Fall,2017-01-01,2017,Sundays,23:30:00,1410.0
Imouto sae Ireba Ii.,TV,Light novel,Bandai Visual,Comedy,Silver Link.,12.0,Finished Airing,2017-10-08,2017-12-02,23 min per ep,R+ - Mild Nudity,7.52,62706,1602,675,141465,889,Fall 2017,Sundays at 22:30 (JST),23.0,11.046228363132647,11.859814684507407,6.7912214627261855,Fall,2017-01-01,2017,Sundays,22:30:00,1350.0
Animegataris,TV,Original,W-Toon Studio,Comedy,WAO World,12.0,Finished Airing,2017-10-08,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,6.57,18417,5469,1715,48461,77,Fall 2017,Sundays at 22:00 (JST),23.0,9.821083726281312,10.788535264670351,4.356708826689592,Fall,2017-01-01,2017,Sundays,22:00:00,1320.0
Konbini Kareshi,TV,Original,VAP,Slice of Life,Studio Pierrot,12.0,Finished Airing,2017-07-07,2017-09-02,24 min per ep,PG-13 - Teens 13 or older,6.39,14760,6247,1841,44007,71,Summer 2017,Fridays at 01:58 (JST),24.0,9.599743846536997,10.692126714555293,4.276666119016055,Summer,2017-01-01,2017,Fridays,01:58:00,118.0
Osake wa Fuufu ni Natte kara,TV,Web manga,VAP,Comedy,Creators in Pack,13.0,Finished Airing,2017-10-04,2017-12-02,3 min per ep,PG-13 - Teens 13 or older,6.97,34376,3786,1204,77707,118,Fall 2017,Wednesdays at 01:00 (JST),3.0,10.445143015094558,11.260713491158672,4.77912349311153,Fall,2017-01-01,2017,Wednesdays,01:00:00,60.0
Shoujo☆Kageki Revue Starlight,TV,Original,Pony Canyon,Music,Kinema Citrus,12.0,Finished Airing,2018-07-13,2018-09-02,24 min per ep,PG-13 - Teens 13 or older,7.67,9916,1192,2166,33557,395,Summer 2018,Fridays at 01:28 (JST),24.0,9.202005735186125,10.421030564049643,5.981414211254481,Summer,2018-01-01,2018,Fridays,01:28:00,88.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,Light novel,Studio Hibari,Drama,Lerche,12.0,Finished Airing,2017-07-12,2017-09-02,24 min per ep,PG-13 - Teens 13 or older,7.93,154443,665,301,269813,3686,Summer 2017,Wednesdays at 23:30 (JST),24.0,11.947586850068673,12.505488111698641,8.212568398234145,Summer,2017-01-01,2017,Wednesdays,23:30:00,1410.0
Slow Start,TV,4-koma manga,Aniplex,Slice of Life,CloverWorks,12.0,Finished Airing,2018-01-07,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,7.11,15202,3264,1808,45055,111,Winter 2018,Sundays at 00:30 (JST),23.0,9.629248055780836,10.715661439517714,4.718498871295094,Winter,2018-01-01,2018,Sundays,00:30:00,30.0
Houseki no Kuni,TV,Manga,Mainichi Broadcasting System,Action,Orange,12.0,Finished Airing,2017-10-07,2017-12-02,24 min per ep,PG-13 - Teens 13 or older,8.47,73306,123,530,174419,4644,Fall 2017,Saturdays at 21:30 (JST),24.0,11.20241138126872,12.069221462780977,8.443546651247939,Fall,2017-01-01,2017,Saturdays,21:30:00,1290.0
Toji no Miko,TV,Original,Square Enix,Action,Studio Gokumi,24.0,Finished Airing,2018-01-05,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,6.94,10748,3898,1751,46823,155,Winter 2018,Fridays at 21:30 (JST),23.0,9.282568005973063,10.754151170971056,5.049856007249537,Winter,2018-01-01,2018,Fridays,21:30:00,1290.0
Just Because!,TV,Original,Sotsu,Slice of Life,Pine Jam,12.0,Finished Airing,2017-10-05,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,7.39,57766,2100,619,152478,721,Fall 2017,Thursdays at 21:00 (JST),23.0,10.96417295735939,11.934782160629378,6.582025138892826,Fall,2017-01-01,2017,Thursdays,21:00:00,1260.0
Yama no Susume: Third Season,TV,Manga,Tokyo MX,Adventure,8bit,13.0,Finished Airing,2018-07-03,2018-09-02,13 min per ep,PG-13 - Teens 13 or older,7.57,3467,1473,3820,10990,38,Summer 2018,Tuesdays at 01:40 (JST),13.0,8.151333337900432,9.3048320350689,3.6635616461296463,Summer,2018-01-01,2018,Tuesdays,01:40:00,100.0
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,TV,Web manga,AT-X,Harem,Diomedea,10.0,Finished Airing,2017-10-12,2017-12-01,23 min per ep,PG-13 - Teens 13 or older,6.45,43514,5980,901,110050,225,Fall 2017,Thursdays at 00:30 (JST),23.0,10.680860985223614,11.60869917369206,5.420534999272286,Fall,2017-01-01,2017,Thursdays,00:30:00,30.0
Musekinin Galaxy☆Tylor,TV,Light novel,DAX Production,Military,Seven,12.0,Finished Airing,2017-07-11,2017-09-02,3 min per ep,PG-13 - Teens 13 or older,4.05,1053,10235,5650,4201,0,Summer 2017,Tuesdays at 21:55 (JST),3.0,6.960347729101308,8.343315881404946,0.0,Summer,2017-01-01,2017,Tuesdays,21:55:00,1315.0
Pikotarou no Lullaby Lullaby (TV),TV,Original,TV Tokyo Music,Comedy,DLE,9.0,Finished Airing,2017-08-02,2017-09-02,3 min per ep,G - All Ages,5.58,1482,8792,6119,3440,8,Summer 2017,Wednesdays at 22:48 (JST),3.0,7.301822342137932,8.14351740579748,2.1972245773362196,Summer,2017-01-01,2017,Wednesdays,22:48:00,1368.0
Comic Girls,TV,4-koma manga,Houbunsha,Comedy,Nexus,12.0,Finished Airing,2018-04-05,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,7.56,28683,1478,1260,74260,388,Spring 2018,Thursdays at 23:00 (JST),23.0,10.264094755002466,11.21534119384024,5.963579343618446,Spring,2018-01-01,2018,Thursdays,23:00:00,1380.0
Gin no Guardian 2nd Season,TV,Web manga,Haoliners Animation League,Adventure,Emon,6.0,Finished Airing,2018-01-13,2018-02-01,24 min per ep,PG-13 - Teens 13 or older,6.83,10805,4288,2297,30398,62,Winter 2018,Saturdays at 21:00 (JST),24.0,9.28785681440401,10.322164992116427,4.143134726391533,Winter,2018-01-01,2018,Saturdays,21:00:00,1260.0
Shingeki no Kyojin Season 3,TV,Manga,Production I.G,Action,Wit Studio,12.0,Finished Airing,2018-07-23,2018-10-01,23 min per ep,R - 17+ (violence & profanity),8.49,154179,113,159,394365,3662,Summer 2018,Mondays at 00:35 (JST),23.0,11.945876030013252,12.885034691098038,8.206037762778815,Summer,2018-01-01,2018,Mondays,00:35:00,35.0
Shokugeki no Souma: San no Sara,TV,Manga,Lantis,Ecchi,J.C.Staff,12.0,Finished Airing,2017-10-04,2017-12-02,24 min per ep,PG-13 - Teens 13 or older,8.45,178512,137,230,324027,2058,Fall 2017,Wednesdays at 00:30 (JST),24.0,12.09241670668157,12.688585210793581,7.629975707027789,Fall,2017-01-01,2017,Wednesdays,00:30:00,30.0
Curry no Kuni no Coburoux,TV,Original,Kids Station,Comedy,Artland,13.0,Finished Airing,2004-09-20,2004-12-01,4 min per ep,G - All Ages,5.0,12,10750,14279,90,0,Fall 2004,Mondays at 07:41 (JST),4.0,2.5649493574615367,4.51085950651685,0.0,Fall,2004-01-01,2004,Mondays,07:41:00,461.0
Love Kome: We Love Rice 2nd Season,TV,Original,Just Production,Slice of Life,Encourage Films,12.0,Finished Airing,2017-10-06,2017-12-02,5 min per ep,PG-13 - Teens 13 or older,4.82,1018,9939,6636,2783,1,Fall 2017,Fridays at 02:59 (JST),5.0,6.926577033222725,7.931644021454311,0.6931471805599453,Fall,2017-01-01,2017,Fridays,02:59:00,179.0
Miira no Kaikata,TV,Web manga,TBS,Comedy,8bit,12.0,Finished Airing,2018-01-12,2018-03-03,24 min per ep,PG-13 - Teens 13 or older,7.52,18045,1609,1664,50612,213,Winter 2018,Fridays at 01:58 (JST),24.0,9.800679332554447,10.831963739274084,5.365976015021851,Winter,2018-01-01,2018,Fridays,01:58:00,118.0
RErideD: Tokigoe no Derrida,TV,Original,Half H.P Studio,Action,GEEKTOYS,12.0,Finished Airing,2018-09-22,2018-11-02,23 min per ep,PG-13 - Teens 13 or older,5.83,6150,8198,2331,29663,28,Fall 2018,Thursdays at 01:05 (JST),23.0,8.724369949208368,10.297689468365581,3.367295829986474,Fall,2018-01-01,2018,Thursdays,01:05:00,65.0
Shoujo Shuumatsu Ryokou,TV,Web manga,AT-X,Adventure,White Fox,12.0,Finished Airing,2017-10-06,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,8.19,49668,342,693,138928,2162,Fall 2017,Fridays at 21:30 (JST),23.0,10.813136275021739,11.841718290247572,7.679251425953058,Fall,2017-01-01,2017,Fridays,21:30:00,1290.0
Sora yori mo Tooi Basho,TV,Original,Media Factory,Adventure,Madhouse,13.0,Finished Airing,2018-01-02,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,8.63,70801,68,524,176187,4952,Winter 2018,Tuesdays at 20:30 (JST),23.0,11.167642527870399,12.079306885738216,8.507748732588238,Winter,2018-01-01,2018,Tuesdays,20:30:00,1230.0
Gintama.: Porori-hen,TV,Manga,TV Tokyo,Action,Bandai Namco Pictures,13.0,Finished Airing,2017-10-02,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,8.57,31652,81,1353,68622,524,Fall 2017,Mondays at 01:35 (JST),23.0,10.362588209810202,11.136383034489144,6.263398262591624,Fall,2017-01-01,2017,Mondays,01:35:00,95.0
SSSS.Gridman,TV,Original,Mainichi Broadcasting System,Action,Trigger,12.0,Finished Airing,2018-10-07,2018-12-02,23 min per ep,PG-13 - Teens 13 or older,7.44,37909,1893,948,103421,538,Fall 2018,Sundays at 00:00 (JST),23.0,10.542970208510381,11.546572984382447,6.289715570908998,Fall,2018-01-01,2018,Sundays,00:00:00,0.0
Lupin III: Part 5,TV,Manga,Nippon Television Network,Action,Telecom Animation Film,24.0,Finished Airing,2018-04-04,2018-09-01,22 min per ep,PG-13 - Teens 13 or older,8.19,4472,339,3224,16248,88,Spring 2018,Wednesdays at 01:29 (JST),22.0,8.405814603432848,9.695786647402777,4.48863636973214,Spring,2018-01-01,2018,Wednesdays,01:29:00,89.0
Karakai Jouzu no Takagi-san,TV,Manga,TMS Entertainment,Romance,Shin-Ei Animation,12.0,Finished Airing,2018-01-08,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,7.9,74178,701,543,172268,1598,Winter 2018,Mondays at 23:00 (JST),23.0,11.21423637023015,12.056812487582329,7.377133712833954,Winter,2018-01-01,2018,Mondays,23:00:00,1380.0
Cinderella Girls Gekijou 2nd Season,TV,4-koma manga,Frontier Works,Slice of Life,Gathering,13.0,Finished Airing,2017-10-03,2017-12-02,3 min per ep,PG-13 - Teens 13 or older,6.68,2104,4969,5035,5630,7,Fall 2017,Tuesdays at 21:55 (JST),3.0,7.652070746116482,8.636042325254618,2.0794415416798357,Fall,2017-01-01,2017,Tuesdays,21:55:00,1315.0
Hakata Tonkotsu Ramens,TV,Novel,Sotsu,Action,Satelight,12.0,Finished Airing,2018-01-12,2018-03-03,23 min per ep,R - 17+ (violence & profanity),7.52,31630,1597,1103,84980,340,Winter 2018,Fridays at 22:30 (JST),23.0,10.361892931354786,11.350182981074266,5.831882477283517,Winter,2018-01-01,2018,Fridays,22:30:00,1350.0
Ryuuou no Oshigoto!,TV,Light novel,AT-X,Slice of Life,Project No.9,12.0,Finished Airing,2018-01-08,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,7.07,32698,3414,1165,80387,173,Winter 2018,Mondays at 22:00 (JST),23.0,10.39509977537798,11.294620190296268,5.159055299214529,Winter,2018-01-01,2018,Mondays,22:00:00,1320.0
Devils Line,TV,Manga,Kodansha,Action,Platinum Vision,12.0,Finished Airing,2018-04-07,2018-06-02,24 min per ep,R - 17+ (violence & profanity),6.86,24812,4168,1081,87428,461,Spring 2018,Saturdays at 23:30 (JST),24.0,10.119122988360017,11.37858231438792,6.135564891081739,Spring,2018-01-01,2018,Saturdays,23:30:00,1410.0
PJ Berri no Mogumogu Munyamunya Season 2,TV,Game,Fuji TV,Comedy,Doga Kobo,6.0,Finished Airing,2017-08-03,2017-09-01,1 min per ep,G - All Ages,5.13,23,12651,12534,179,0,Summer 2017,Unknown,1.0,3.1780538303479458,5.19295685089021,0.0,Summer,2017-01-01,2017,Unknown,,
Basilisk: Ouka Ninpouchou,TV,Novel,Kodansha,Action,Seven Arcs Pictures,24.0,Finished Airing,2018-01-09,2018-06-01,23 min per ep,R - 17+ (violence & profanity),5.52,3901,8902,2740,22303,24,Winter 2018,Tuesdays at 00:00 (JST),23.0,8.269244521183056,10.012521313560251,3.2188758248682006,Winter,2018-01-01,2018,Tuesdays,00:00:00,0.0
Wotaku ni Koi wa Muzukashii,TV,Web manga,Aniplex,Comedy,A-1 Pictures,11.0,Finished Airing,2018-04-13,2018-06-02,22 min per ep,PG-13 - Teens 13 or older,8.06,99157,493,379,226899,2047,Spring 2018,Fridays at 00:55 (JST),22.0,11.504469816522567,12.332264670767934,7.6246189861593985,Spring,2018-01-01,2018,Fridays,00:55:00,55.0
Dame x Prince Anime Caravan,TV,Visual novel,AZ Creative,Adventure,Studio Flad,12.0,Finished Airing,2018-01-10,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,6.64,3875,5153,3337,15169,53,Winter 2018,Wednesdays at 22:30 (JST),23.0,8.262558973010657,9.627075072342578,3.9889840465642745,Winter,2018-01-01,2018,Wednesdays,22:30:00,1350.0
